ProteinID,Gene,Description,control_1 Intensity,control_2 Intensity,control_3 Intensity,treatment_1 Intensity,treatment_2 Intensity,treatment_3 Intensity
Q01650,SLC7A5,Large neutral amino acids transporter small subunit 1,24.0745,23.6638,24.1594,25.2693,25.5326,25.7594
Q01780,EXOSC10,Exosome component 10,21.4166,25.7584,25.8784,25.1754,26.0616,26.0737
Q01844,EWSR1,RNA-binding protein EWS,28.5178,28.4915,28.5002,27.9588,28.7204,28.4458
Q01995,TAGLN,Transgelin,22.3621,20.4744,22.9855,22.1474,21.5754,19.9044
Q02040,AKAP17A,A-kinase anchor protein 17A,23.5577,24.0997,24.9795,23.0494,23.1045,23.4343
Q02083,NAAA,N-acylethanolamine-hydrolyzing acid amidase,21.1547,22.3419,21.4693,24.1129,24.6022,23.8807
Q02127,DHODH,"Dihydroorotate dehydrogenase (quinone), mitochondrial",21.6798,22.0738,22.1787,21.9405,23.4074,23.1543
Q02218,OGDH,"2-oxoglutarate dehydrogenase, mitochondrial",25.4363,26.4989,26.4136,26.5539,26.5492,26.4539
Q02252,ALDH6A1,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial",27.021,27.8237,27.6504,28.0258,27.9855,27.7343
Q02318,CYP27A1,"Sterol 26-hydroxylase, mitochondrial",23.7258,24.692,24.9396,26.4232,27.0645,26.4302
Q02413,DSG1,Desmoglein-1,26.007,27.8044,27.0433,25.6976,25.0393,24.6879
Q02543,RPL18A,60S ribosomal protein L18a,28.3648,28.5052,28.5807,28.0692,28.1112,28.535
Q02790,FKBP4,Peptidyl-prolyl cis-trans isomerase FKBP4,26.2877,24.8975,25.2779,26.9231,26.0535,25.1733
Q02809,PLOD1,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",28.1945,28.1493,27.8286,29.7054,29.3472,29.2837
Q02818,NUCB1,Nucleobindin-1,27.0112,27.2809,27.7977,30.3586,30.2608,30.2088
Q02878,RPL6,60S ribosomal protein L6,32.1944,32.5218,32.7184,31.6786,31.5691,32.1105
Q02880,TOP2B,DNA topoisomerase 2-beta,22.3542,23.1479,21.0858,24.1839,23.3372,23.8421
Q02978,SLC25A11,Mitochondrial 2-oxoglutarate/malate carrier protein,22.8898,21.2798,21.7858,24.028,21.4681,21.8999
Q03154,ACY1,Aminoacylase-1,25.3757,25.055,24.2942,26.1486,25.7446,26.0264
Q03167,TGFBR3,Transforming growth factor beta receptor type 3,24.1447,24.2324,24.3182,26.8107,26.2037,26.4843
Q03252,LMNB2,Lamin-B2,29.7696,29.9899,30.0309,30.7393,30.6299,30.732
Q03701,CEBPZ,CCAAT/enhancer-binding protein zeta,21.8915,22.6266,23.1167,22.084,24.0858,23.4186
Q04446,GBE1,"1,4-alpha-glucan-branching enzyme",23.0852,23.071,23.3046,22.8524,22.3465,22.2779
Q04637,EIF4G1,Eukaryotic translation initiation factor 4 gamma 1,29.0498,28.3727,28.214,28.9071,28.9297,28.8708
Q04760,GLO1,Lactoylglutathione lyase,26.3578,27.303,27.139,27.0905,26.2449,25.9721
Q04828,AKR1C1,Aldo-keto reductase family 1 member C1,30.2956,30.155,30.4338,30.3722,30.1816,30.1389
Q04917,YWHAH,14-3-3 protein eta,25.8501,25.9694,26.4076,25.8942,26.1214,26.1337
Q05519,SRSF11,Serine/arginine-rich splicing factor 11,27.848,28.3527,27.1827,28.7153,28.1923,28.1474
Q05682,CALD1,Caldesmon,24.4499,23.8725,24.5116,23.785,23.2546,21.2328
Q06033,ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,23.1336,21.4184,22.1398,27.6121,27.6548,27.2217
Q06203,PPAT,Amidophosphoribosyltransferase,22.1753,20.6027,22.7505,24.7433,22.1291,22.9603
Q06210,GFPT1,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1,25.5561,25.8684,26.173,26.7441,25.5561,26.1745
Q06265,EXOSC9,Exosome complex component RRP45,24.8207,23.4442,22.9076,25.4866,24.5266,23.5621
Q06323,PSME1,Proteasome activator complex subunit 1,29.2799,29.3639,29.295,29.1855,28.9537,28.8946
Q06481,APLP2,Amyloid-like protein 2,21.6853,21.8872,22.7573,29.3758,29.3752,29.1148
Q06520,SULT2A1,Bile salt sulfotransferase,25.5329,25.4516,25.2904,26.7735,25.846,26.0643
Q06587,RING1,E3 ubiquitin-protein ligase RING1,24.7604,24.8406,25.1297,25.6619,25.2431,24.7176
Q06787,FMR1,Synaptic functional regulator FMR1,26.9997,25.7068,26.5728,26.8423,27.0459,26.8979
Q06830,PRDX1,Peroxiredoxin-1,30.6681,30.5408,30.7893,31.1284,30.6784,30.8918
Q07020,RPL18,60S ribosomal protein L18,31.5355,31.6721,31.5996,30.4263,30.4176,31.12
Q07021,C1QBP,"Complement component 1 Q subcomponent-binding protein, mitochondrial",28.7092,28.4718,28.5824,28.1532,28.1556,27.9433
Q07065,CKAP4,Cytoskeleton-associated protein 4,27.8913,28.1708,28.4622,30.5823,30.3291,30.4555
Q07157,TJP1,Tight junction protein ZO-1,23.0313,24.0739,24.5412,26.2229,25.9234,25.8415
Q07666,KHDRBS1,"KH domain-containing, RNA-binding, signal transduction-associated protein 1",28.9533,29.1094,29.1296,28.5848,28.5323,28.7658
Q07812,BAX,Apoptosis regulator BAX,24.6555,25.1651,25.4883,25.6967,25.0414,25.2715
Q07817,BCL2L1,Bcl-2-like protein 1,22.7499,22.7655,23.6825,23.4808,24.2685,23.1267
Q07954,LRP1,Prolow-density lipoprotein receptor-related protein 1,22.3441,24.4445,22.2666,28.4884,28.3806,28.1182
Q07955,SRSF1,Serine/arginine-rich splicing factor 1,28.952,29.1764,29.6788,28.0558,28.7156,28.398
Q08170,SRSF4,Serine/arginine-rich splicing factor 4,29.848,30.485,29.8837,28.8343,29.521,29.1368
Q08211,DHX9,ATP-dependent RNA helicase A,30.2231,30.1801,29.8824,30.1394,29.9626,30.154
Q08257,CRYZ,Quinone oxidoreductase,27.7382,28.2401,27.5257,28.7401,28.4662,28.6432
Q08378,GOLGA3,Golgin subfamily A member 3,21.9687,21.0253,22.1607,26.271,25.4911,26.1754
Q08379,GOLGA2,Golgin subfamily A member 2,26.7064,26.9353,27.257,27.8281,27.7388,27.8346
Q08380,LGALS3BP,Galectin-3-binding protein,23.9866,25.6882,24.7092,29.3644,29.5368,29.3734
Q08426,EHHADH,Peroxisomal bifunctional enzyme,24.9584,25.7168,25.0453,26.4736,26.4257,26.0099
Q08495,DMTN,Dematin,23.3452,23.6319,20.0462,23.293,23.257,23.0449
Q08554,DSC1,Desmocollin-1,23.9653,24.7883,24.746,23.7988,22.8564,20.0518
Q08752,PPID,Peptidyl-prolyl cis-trans isomerase D,22.174,20.6755,21.1898,24.7392,21.9509,23.0887
Q08830,FGL1,Fibrinogen-like protein 1,22.4131,21.7703,21.5586,23.6689,23.2369,24.4472
Q08945,SSRP1,FACT complex subunit SSRP1,27.0972,27.9696,27.6861,27.9717,27.6002,27.5452
Q08J23,NSUN2,tRNA (cytosine(34)-C(5))-methyltransferase,20.9688,21.872,22.479,21.4163,21.8089,23.3416
Q09028,RBBP4,Histone-binding protein RBBP4,27.4921,27.7471,27.7532,27.5901,27.6702,27.1518
Q09666,AHNAK,Neuroblast differentiation-associated protein AHNAK,30.4418,30.1632,29.9945,30.4778,30.2492,30.0837
Q10567,AP1B1,AP-1 complex subunit beta-1,24.8469,25.1865,25.9191,26.0324,25.9691,25.3489
Q10570,CPSF1,Cleavage and polyadenylation specificity factor subunit 1,23.8239,25.3081,24.5407,25.2142,24.4219,24.1015
Q10589,BST2,Bone marrow stromal antigen 2,20.342,21.106,20.5836,22.2062,22.44,24.3395
Q10713,PMPCA,Mitochondrial-processing peptidase subunit alpha,27.6183,27.0404,27.0749,27.4468,27.6378,27.5775
Q12765,SCRN1,Secernin-1,24.3337,24.6084,24.6741,24.2707,24.2811,24.0872
Q12788,TBL3,Transducin beta-like protein 3,24.8993,24.1381,23.5636,24.2023,24.1013,25.0617
Q12789,GTF3C1,General transcription factor 3C polypeptide 1,21.2257,21.5485,22.0303,21.0022,23.9571,22.9706
Q12797,ASPH,Aspartyl/asparaginyl beta-hydroxylase,26.9267,26.8437,26.7954,27.7047,27.2658,27.4186
Q12824,SMARCB1,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1,21.4802,24.4816,23.4165,24.3421,23.4339,24.1464
Q12849,GRSF1,G-rich sequence factor 1,24.5177,26.0272,24.4242,25.5691,25.3353,25.1087
Q12872,SFSWAP,"Splicing factor, suppressor of white-apricot homolog",22.289,22.5042,22.855,21.2977,22.8801,21.052
Q12874,SF3A3,Splicing factor 3A subunit 3,27.3392,28.1992,28.1355,28.3837,28.2253,27.7866
Q12904,AIMP1,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1,27.5772,27.2149,26.7918,27.8784,27.6849,27.7044
Q12905,ILF2,Interleukin enhancer-binding factor 2,28.1916,28.7282,28.3382,28.8648,28.9027,28.7186
Q12906,ILF3,Interleukin enhancer-binding factor 3,29.7965,29.6857,29.8568,30.0259,29.9692,29.7821
Q12907,LMAN2,Vesicular integral-membrane protein VIP36,25.3761,25.5742,25.1257,26.6558,26.1718,26.6077
Q12931,TRAP1,"Heat shock protein 75 kDa, mitochondrial",30.4373,30.5485,30.2087,30.7462,30.6328,30.7865
Q12959,DLG1,Disks large homolog 1,23.7551,26.0779,25.5658,26.3605,26.2035,26.6265
Q12983,BNIP3,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,21.3257,22.4674,21.644,22.8482,22.5885,23.1189
Q12996,CSTF3,Cleavage stimulation factor subunit 3,25.0906,21.2624,21.5135,25.2633,25.7382,24.5082
Q13011,ECH1,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial",28.6164,28.6515,28.6704,28.6725,28.7628,28.8001
Q13057,COASY,Bifunctional coenzyme A synthase,21.5658,20.6745,20.5915,23.4639,23.507,24.3436
Q13084,MRPL28,"39S ribosomal protein L28, mitochondrial",24.9593,24.7559,21.825,24.6689,24.7085,21.6753
Q13085,ACACA,Acetyl-CoA carboxylase 1,25.847,24.9859,26.007,23.5755,22.3952,20.6928
Q13123,IK,Protein Red,26.1008,25.1148,25.7753,26.1077,25.8444,24.8089
Q13126,MTAP,S-methyl-5'-thioadenosine phosphorylase,21.7601,23.4791,21.7624,20.5847,23.8537,24.076
Q13136,PPFIA1,Liprin-alpha-1,22.5627,21.6358,21.4329,24.9891,23.9973,24.9461
Q13148,TARDBP,TAR DNA-binding protein 43,27.7121,27.8098,27.4835,27.8825,27.8776,27.7543
Q13151,HNRNPA0,Heterogeneous nuclear ribonucleoprotein A0,24.6408,25.2418,25.4675,25.4013,25.3727,25.0146
Q13155,AIMP2,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2,24.3793,24.4086,24.5039,24.993,25.295,25.2105
Q13162,PRDX4,Peroxiredoxin-4,30.3134,30.4637,30.0864,30.4884,30.5944,30.3737
Q13177,PAK2,Serine/threonine-protein kinase PAK 2,23.3993,20.8957,24.244,25.6286,24.1153,25.6201
Q13185,CBX3,Chromobox protein homolog 3,26.6935,27.0199,26.1535,26.7259,26.9884,26.8676
Q13200,PSMD2,26S proteasome non-ATPase regulatory subunit 2,26.8697,26.975,26.971,27.5958,27.5774,27.3931
Q13206,DDX10,Probable ATP-dependent RNA helicase DDX10,23.6053,19.4494,21.135,23.0236,23.3856,24.4511
Q13217,DNAJC3,DnaJ homolog subfamily C member 3,26.1368,27.2689,26.7868,28.2609,28.1796,27.7508
Q13242,SRSF9,Serine/arginine-rich splicing factor 9,26.603,26.7285,26.4464,25.8696,25.7819,25.7001
Q13243,SRSF5,Serine/arginine-rich splicing factor 5,25.9347,25.6992,26.0216,24.6866,25.563,24.8225
Q13247,SRSF6,Serine/arginine-rich splicing factor 6,27.9564,28.5338,28.5181,27.3249,27.7194,27.6293
Q13263,TRIM28,Transcription intermediary factor 1-beta,28.4736,28.7369,28.5758,28.928,28.9613,29.0936
Q13268,DHRS2,"Dehydrogenase/reductase SDR family member 2, mitochondrial",32.4209,32.5324,32.4281,32.4278,32.4111,32.4634
Q13283,G3BP1,Ras GTPase-activating protein-binding protein 1,26.0621,27.5444,27.6181,28.1496,27.8123,27.9318
Q13286,CLN3,Battenin,20.9137,21.8106,22.2458,20.9381,22.8504,22.2947
Q13308,PTK7,Inactive tyrosine-protein kinase 7,24.7,24.9226,25.7453,28.376,28.2481,28.0086
Q13310,PABPC4,Polyadenylate-binding protein 4,28.5163,28.5932,28.72,28.5682,28.5288,28.2485
Q13330,MTA1,Metastasis-associated protein MTA1,23.7471,23.834,24.2013,22.2835,20.9749,24.6045
Q13347,EIF3I,Eukaryotic translation initiation factor 3 subunit I,27.113,27.0467,26.5841,27.5879,27.2956,27.0918
Q13363,CTBP1,C-terminal-binding protein 1,20.2752,23.4461,22.5302,24.8925,24.3033,24.9534
Q13393,PLD1,Phospholipase D1,20.4247,22.8105,22.6331,22.6748,22.8497,22.7393
Q13409,DYNC1I2,Cytoplasmic dynein 1 intermediate chain 2,23.0637,24.4777,25.2361,25.3002,24.3853,25.681
Q13423,NNT,"NAD(P) transhydrogenase, mitochondrial",20.7993,25.1014,24.3696,25.8228,24.1849,25.7036
Q13425,SNTB2,Beta-2-syntrophin,21.105,21.3347,19.8895,22.7412,22.9177,22.4963
Q13427,PPIG,Peptidyl-prolyl cis-trans isomerase G,28.1339,28.4011,28.2255,27.6722,27.3399,27.4328
Q13428,TCOF1,Treacle protein,20.8304,23.9111,26.5993,25.2306,24.3128,25.2548
Q13435,SF3B2,Splicing factor 3B subunit 2,27.1011,27.3072,27.2543,28.0586,27.7378,27.7751
Q13438,OS9,Protein,23.6352,23.5734,23.6819,26.486,26.1663,26.2799
Q13439,GOLGA4,Golgin subfamily A member 4,21.1025,22.9461,21.911,24.2841,24.5894,22.749
Q13445,TMED1,Transmembrane emp24 domain-containing protein 1,20.9406,21.7923,21.6004,22.4545,21.2027,21.7002
Q13451,FKBP5,Peptidyl-prolyl cis-trans isomerase FKBP5,21.4013,24.139,20.547,23.5096,25.6379,22.4961
Q13492,PICALM,Phosphatidylinositol-binding clathrin assembly protein,26.0459,26.2385,26.1688,26.1429,26.442,26.3194
Q13501,SQSTM1,Sequestosome-1,23.3677,22.5037,22.1676,23.5335,23.6426,23.7753
Q13505,MTX1,Metaxin-1,20.5844,21.6391,21.674,24.3513,21.5611,23.4799
Q13509,TUBB3,Tubulin beta-3 chain,24.274,25.2936,25.4032,24.721,23.2003,23.2352
Q13510,ASAH1,Acid ceramidase,24.5939,20.095,23.2734,29.1708,29.3383,29.232
Q13523,PRPF4B,Serine/threonine-protein kinase PRP4 homolog,29.1475,29.3169,29.4582,28.5343,28.4989,28.6768
Q13547,HDAC1,Histone deacetylase 1,25.7077,25.6429,25.456,25.9096,26.2606,26.5223
Q13557,CAMK2D,Calcium/calmodulin-dependent protein kinase type II subunit delta,25.0221,24.1043,24.5314,25.6175,25.2077,24.6847
Q13561,DCTN2,Dynactin subunit 2,23.0394,22.4908,24.3308,25.4508,24.7663,25.5984
Q13573,SNW1,SNW domain-containing protein 1,21.2603,25.0317,24.7177,23.8807,25.5215,23.0986
Q13576,IQGAP2,Ras GTPase-activating-like protein IQGAP2,26.4901,27.0612,26.514,27.7518,27.4719,27.729
Q13586,STIM1,Stromal interaction molecule 1,22.1711,21.8934,21.166,22.3557,22.4663,21.7531
Q13595,TRA2A,Transformer-2 protein homolog alpha,25.4046,25.8662,25.3675,24.7462,24.6551,24.5096
Q13596,SNX1,Sorting nexin-1,22.7036,21.4634,22.5169,23.203,21.5729,24.3439
Q13724,MOGS,Mannosyl-oligosaccharide glucosidase,23.8642,24.4093,23.8285,26.7398,27.3645,27.5078
Q13769,THOC5,THO complex subunit 5 homolog,23.4065,23.2624,24.8106,24.1893,23.038,23.3571
Q13813,SPTAN1,"Spectrin alpha chain, non-erythrocytic 1",32.3138,32.5226,32.4136,32.8946,32.8478,32.6731
Q13825,AUH,"Methylglutaconyl-CoA hydratase, mitochondrial",23.1555,25.0582,24.863,24.8962,24.5282,24.6808
Q13835,PKP1,Plakophilin-1,21.8485,23.4933,23.1882,22.1448,21.647,21.789
Q13838,DDX39B,Spliceosome RNA helicase DDX39B,30.01,30.2608,29.9563,30.3902,30.4042,30.1879
Q13867,BLMH,Bleomycin hydrolase,24.5725,24.959,25.3721,26.7785,26.627,26.7102
Q13868,EXOSC2,Exosome complex component RRP4,21.6166,23.243,23.1159,22.5912,23.0052,23.3939
Q13884,SNTB1,Beta-1-syntrophin,27.572,28.2285,27.8482,28.3888,28.4436,28.4954
Q13885,TUBB2A,Tubulin beta-2A chain,25.9865,24.9712,25.793,26.4341,25.7934,25.0114
Q13895,BYSL,Bystin,21.9583,21.6948,22.8702,21.6711,21.7094,23.7161
Q13907,IDI1,Isopentenyl-diphosphate Delta-isomerase 1,23.1698,23.9063,23.4212,24.4677,23.6815,23.3767
Q14103,HNRNPD,Heterogeneous nuclear ribonucleoprotein D0,30.5653,30.7366,30.5663,30.478,30.3808,30.222
Q14108,SCARB2,Lysosome membrane protein 2,20.2691,23.223,20.8992,28.0056,27.8187,27.4016
Q14118,DAG1,Dystroglycan,21.583,21.8044,22.4834,25.3472,25.5895,24.6645
Q14126,DSG2,Desmoglein-2,24.828,26.1073,26.3405,27.7801,27.3791,27.7275
Q14137,BOP1,Ribosome biogenesis protein BOP1,25.2132,24.5222,23.3343,23.1914,24.6989,24.8426
Q14139,UBE4A,Ubiquitin conjugation factor E4 A,21.8315,20.155,22.9725,23.2938,23.4902,22.2568
Q14151,SAFB2,Scaffold attachment factor B2,23.9356,23.5287,24.3654,23.7683,23.7863,23.6841
Q14152,EIF3A,Eukaryotic translation initiation factor 3 subunit A,27.2564,28.1904,28.6266,28.1738,28.0362,28.194
Q14157,UBAP2L,Ubiquitin-associated protein 2-like,22.9207,23.8202,22.253,24.0576,24.369,24.3303
Q14160,SCRIB,Protein scribble homolog,21.7216,22.1896,19.9493,24.0824,23.3809,22.9169
Q14165,MLEC,Malectin,22.3141,22.0216,22.8966,23.0203,23.16,21.6994
Q14166,TTLL12,Tubulin--tyrosine ligase-like protein 12,23.8143,21.1498,24.3467,23.2405,24.3172,23.3643
Q14197,MRPL58,"Peptidyl-tRNA hydrolase ICT1, mitochondrial",23.9029,24.4747,24.7662,24.8155,24.4005,24.5604
Q14203,DCTN1,Dynactin subunit 1,24.7396,21.1492,24.5485,25.2034,22.3247,25.0751
Q14204,DYNC1H1,Cytoplasmic dynein 1 heavy chain 1,26.2802,25.0913,25.3821,25.3613,25.0731,25.3158
Q14240,EIF4A2,Eukaryotic initiation factor 4A-II,28.5328,23.8187,23.094,24.2673,23.6337,23.917
Q14247,CTTN,Src substrate cortactin,25.0882,25.468,25.5478,25.0198,25.1314,25.2557
Q14249,ENDOG,"Endonuclease G, mitochondrial",21.9289,19.6219,21.144,21.6077,21.8654,21.1469
Q14254,FLOT2,Flotillin-2,23.453,22.7083,22.4017,25.2056,25.6108,25.1761
Q14257,RCN2,Reticulocalbin-2,21.8911,24.4016,24.0169,25.7838,25.7014,26.0617
Q14258,TRIM25,E3 ubiquitin/ISG15 ligase TRIM25,24.8025,24.5009,24.6694,25.5559,24.3742,22.1052
Q14318,FKBP8,Peptidyl-prolyl cis-trans isomerase FKBP8,20.7835,21.3738,24.0371,23.9396,26.3923,24.4258
Q14331,FRG1,Protein FRG1,21.7122,21.1687,21.9876,23.368,20.8066,23.0723
Q14344,GNA13,Guanine nucleotide-binding protein subunit alpha-13,20.606,21.6275,20.9303,23.1546,22.4714,22.5346
Q14444,CAPRIN1,Caprin-1,27.5723,28.8259,27.8119,27.6748,27.6101,27.8207
Q14498,RBM39,RNA-binding protein 39,29.7579,29.9816,29.6968,29.1382,29.2194,28.9128
Q14517,FAT1,Protocadherin Fat 1,23.5883,23.8893,22.7062,27.8344,27.4917,27.7757
Q14525,KRT33B,"Keratin, type I cuticular Ha3-II",30.9293,21.6741,26.1782,21.648,20.998,21.7596
Q14554,PDIA5,Protein disulfide-isomerase A5,27.0133,27.015,26.8944,28.8436,28.6545,28.6616
Q14558,PRPSAP1,Phosphoribosyl pyrophosphate synthase-associated protein 1,22.8107,20.8331,22.2255,20.6448,22.256,22.2567
Q14566,MCM6,DNA replication licensing factor MCM6,22.4004,20.9463,20.2594,21.9744,21.8252,21.9551
Q14651,PLS1,Plastin-1,21.5959,22.1185,21.5534,22.7984,22.6254,23.1424
Q14669,TRIP12,E3 ubiquitin-protein ligase TRIP12,20.7881,23.9014,23.8115,21.205,22.764,22.1447
Q14671,PUM1,Pumilio homolog 1,22.3655,22.9996,23.7605,24.8373,24.6315,21.409
Q14677,CLINT1,Clathrin interactor 1,23.6483,24.1625,24.976,25.0312,24.7854,24.8439
Q14678,KANK1,KN motif and ankyrin repeat domain-containing protein 1,27.0197,23.335,22.4253,24.0148,23.8948,22.9967
Q14683,SMC1A,Structural maintenance of chromosomes protein 1A,26.4306,26.8438,27.6866,27.6444,27.0679,26.9267
Q14684,RRP1B,Ribosomal RNA processing protein 1 homolog B,23.0991,23.6424,21.7228,24.8619,22.8544,24.5773
Q14690,PDCD11,Protein RRP5 homolog,23.6492,24.8479,23.2516,23.6901,24.6665,25.8008
Q14692,BMS1,Ribosome biogenesis protein BMS1 homolog,26.5781,26.7463,26.7397,25.753,25.8709,25.9326
Q14694,USP10,Ubiquitin carboxyl-terminal hydrolase 10,25.938,25.3125,24.7951,25.6616,25.9229,23.6357
Q14696,MESD,LRP chaperone MESD,24.7709,26.4614,26.2969,26.0238,26.428,25.4237
Q14697,GANAB,Neutral alpha-glucosidase AB,30.0536,30.3035,30.0471,31.4477,31.4617,31.2169
Q14789,GOLGB1,Golgin subfamily B member 1,23.295,23.4945,24.4173,25.8083,24.154,24.3841
Q14839,CHD4,Chromodomain-helicase-DNA-binding protein 4,25.6904,26.4198,26.0443,26.4832,26.6942,25.7919
Q14847,LASP1,LIM and SH3 domain protein 1,26.638,26.6688,26.8303,26.535,26.883,26.671
Q14966,ZNF638,Zinc finger protein 638,23.7746,25.2626,25.1956,23.4111,23.1886,24.8736
Q14974,KPNB1,Importin subunit beta-1,27.2571,27.4947,27.4569,27.7265,27.8312,27.5723
Q14978,NOLC1,Nucleolar and coiled-body phosphoprotein 1,25.2366,26.1063,25.3767,24.9477,26.3501,24.9975
Q14980,NUMA1,Nuclear mitotic apparatus protein 1,27.7849,28.3116,28.3541,27.8999,28.4969,27.8703
Q15005,SPCS2,Signal peptidase complex subunit 2,21.5464,20.9426,22.0423,22.1976,21.616,24.9884
Q15006,EMC2,ER membrane protein complex subunit 2,24.4428,23.662,23.7702,23.8039,24.1304,25.3549
Q15008,PSMD6,26S proteasome non-ATPase regulatory subunit 6,24.1507,24.7448,22.3398,26.2753,26.4401,26.8939
Q15019,2-Sep,Septin-2,25.006,25.726,25.8577,27.5226,27.3626,27.1652
Q15020,SART3,Squamous cell carcinoma antigen recognized by T-cells 3,25.0324,24.4192,23.0856,25.1089,25.1184,23.7288
Q15024,EXOSC7,Exosome complex component RRP42,21.7197,22.6028,21.5209,24.3928,24.5285,23.2353
Q15027,ACAP1,"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1",19.9159,22.9669,23.9299,22.7644,23.2483,23.1222
Q15029,EFTUD2,116 kDa U5 small nuclear ribonucleoprotein component,28.1879,28.4589,28.2466,28.5497,28.461,28.624
Q15031,LARS2,"Probable leucine--tRNA ligase, mitochondrial",23.2675,23.2439,24.8542,24.4924,24.4592,25.155
Q15041,ARL6IP1,ADP-ribosylation factor-like protein 6-interacting protein 1,23.1115,20.4125,21.8147,23.7708,21.1855,24.364
Q15043,SLC39A14,Zinc transporter ZIP14,26.2101,26.3373,26.1978,27.2977,27.1097,26.6394
Q15046,KARS,Lysine--tRNA ligase,27.7317,27.9634,27.7219,28.7392,28.6484,28.9569
Q15050,RRS1,Ribosome biogenesis regulatory protein homolog,24.8412,26.6337,26.4296,26.1969,26.0809,25.9064
Q15056,EIF4H,Eukaryotic translation initiation factor 4H,25.0679,23.9845,24.9514,24.2874,23.886,20.4347
Q15058,KIF14,Kinesin-like protein KIF14,21.3419,20.8419,21.8083,26.2059,25.331,25.7785
Q15061,WDR43,WD repeat-containing protein 43,23.6973,25.3438,24.4803,24.7726,25.5492,25.3122
Q15067,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,26.8405,27.682,27.2343,28.6419,28.4141,27.9677
Q15075,EEA1,Early endosome antigen 1,28.2255,28.3704,28.2142,29.775,29.6376,29.5179
Q15084,PDIA6,Protein disulfide-isomerase A6,31.7055,31.8776,31.6382,32.3649,32.437,32.1225
Q15102,PAFAH1B3,Platelet-activating factor acetylhydrolase IB subunit gamma,23.702,21.8245,22.2772,25.1307,24.2753,23.8224
Q15118,PDK1,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial",20.5567,21.022,21.8357,23.7062,23.1163,22.5667
Q15125,EBP,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase",21.472,20.4032,22.1549,23.6991,22.6641,23.4253
Q15149,PLEC,Plectin,29.5349,29.8344,29.8046,30.3455,30.2536,30.1692
Q15154,PCM1,Pericentriolar material 1 protein,21.0949,22.33,24.5387,25.0373,23.9407,23.1299
Q15165,PON2,Serum paraoxonase/arylesterase 2,21.6063,23.3288,22.5983,25.4918,25.425,25.3367
Q15181,PPA1,Inorganic pyrophosphatase,24.8608,24.1996,25.2401,24.7296,24.6814,23.8177
Q15185,PTGES3,Prostaglandin E synthase 3,26.7185,26.8045,27.0444,26.8664,26.8767,26.6692
Q15233,NONO,Non-POU domain-containing octamer-binding protein,29.727,29.9276,29.9406,29.6315,29.8929,29.7183
Q15262,PTPRK,Receptor-type tyrosine-protein phosphatase kappa,23.5351,23.0948,25.2337,28.5442,28.1772,27.7468
Q15269,PWP2,Periodic tryptophan protein 2 homolog,22.5616,23.1402,21.9082,23.1327,24.0872,23.4032
Q15274,QPRT,Nicotinate-nucleotide pyrophosphorylase [carboxylating],26.6902,26.8133,26.7149,27.6959,27.6849,27.839
Q15287,RNPS1,RNA-binding protein with serine-rich domain 1,29.1908,29.6965,29.3125,28.2639,28.8407,28.5319
Q15293,RCN1,Reticulocalbin-1,23.8933,24.6846,23.9317,26.2823,25.9829,26.4532
Q15365,PCBP1,Poly(rC)-binding protein 1,31.3075,31.2715,31.2972,30.9039,30.8734,30.7455
Q15366,PCBP2,Poly(rC)-binding protein 2,28.6503,28.6247,28.353,28.1686,28.4323,28.199
Q15369,ELOC,Elongin-C,21.4236,22.4959,22.5802,22.1551,22.6118,23.0388
Q15370,ELOB,Elongin-B,20.8612,21.2603,21.6618,22.9994,22.7351,21.3179
Q15393,SF3B3,Splicing factor 3B subunit 3,28.0027,28.3883,27.9772,28.4044,28.3397,28.1329
Q15397,PUM3,Pumilio homolog 3,20.0699,22.6577,21.0822,23.4175,22.4347,22.3339
Q15417,CNN3,Calponin-3,24.8346,23.4317,23.6471,24.0269,20.8451,24.1568
Q15424,SAFB,Scaffold attachment factor B1,28.1924,28.8738,28.5167,28.2863,28.3182,28.1534
Q15427,SF3B4,Splicing factor 3B subunit 4,24.8751,25.0393,24.3769,24.5119,24.6017,24.7349
Q15428,SF3A2,Splicing factor 3A subunit 2,22.6694,23.6641,23.2537,25.6936,25.6783,25.1896
Q15436,SEC23A,Protein transport protein Sec23A,27.3778,27.1127,27.2969,27.4003,27.293,26.9192
Q15459,SF3A1,Splicing factor 3A subunit 1,27.6299,28.1076,27.8838,28.7358,28.1253,28.1837
Q15542,TAF5,Transcription initiation factor TFIID subunit 5,21.8819,20.6282,23.2319,20.3163,21.5106,21.9033
