ProteinID,Gene,Description,control_1 Intensity,control_2 Intensity,control_3 Intensity,treatment_1 Intensity,treatment_2 Intensity,treatment_3 Intensity
Q08170,SRSF4,Serine/arginine-rich splicing factor 4,26.0099,27.6652,27.0313,26.3352,26.0309,25.9729
Q08211,DHX9,ATP-dependent RNA helicase A,33.7169,33.1343,33.1932,32.98,33.4949,33.296
Q08257,CRYZ,Quinone oxidoreductase,25.4093,23.7494,24.5604,26.4814,25.6465,26.2915
Q08378,GOLGA3,Golgin subfamily A member 3,23.3742,22.8646,20.1245,25.0261,24.0743,23.22
Q08379,GOLGA2,Golgin subfamily A member 2,25.75,25.5053,24.6294,27.8565,27.5294,26.2806
Q08380,LGALS3BP,Galectin-3-binding protein,21.6897,23.3995,24.5484,29.1165,29.1809,29.3656
Q08431,MFGE8,Lactadherin,21.5587,20.6898,21.4958,26.4129,26.0167,25.7172
Q08722,CD47,Leukocyte surface antigen CD47,24.9458,24.3724,24.5803,25.6717,27.3314,26.4297
Q08945,SSRP1,FACT complex subunit SSRP1,26.7207,24.1023,26.3386,27.1078,27.663,27.7882
Q08J23,NSUN2,tRNA (cytosine(34)-C(5))-methyltransferase,22.9223,21.8039,22.631,23.696,22.7144,21.585
Q09028,RBBP4,Histone-binding protein RBBP4,28.0699,28.4824,28.2143,28.1648,28.9336,29.2466
Q09161,NCBP1,Nuclear cap-binding protein subunit 1,25.9495,24.4442,25.4693,26.5752,26.9042,26.9378
Q09666,AHNAK,Neuroblast differentiation-associated protein AHNAK,24.4159,21.7802,24.9896,21.4579,21.9346,20.0988
Q10567,AP1B1,AP-1 complex subunit beta-1,24.4478,26.1297,24.9084,26.5712,26.3492,26.6312
Q10570,CPSF1,Cleavage and polyadenylation specificity factor subunit 1,28.7729,27.9453,28.5061,28.3322,28.6021,28.5373
Q10713,PMPCA,Mitochondrial-processing peptidase subunit alpha,28.4778,27.6885,28.1397,29.1801,29.1341,29.1065
Q12769,NUP160,Nuclear pore complex protein Nup160,28.9079,27.6445,28.0802,30.0379,30.1279,30.0425
Q12788,TBL3,Transducin beta-like protein 3,29.6612,29.2577,29.4728,28.4818,29.5208,29.492
Q12789,GTF3C1,General transcription factor 3C polypeptide 1,25.5036,23.1919,22.929,19.2976,24.7329,24.5583
Q12797,ASPH,Aspartyl/asparaginyl beta-hydroxylase,26.6912,23.1295,24.2352,27.5842,27.4127,26.5748
Q12824,SMARCB1,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1,24.5415,26.4751,27.003,26.7857,27.771,26.8762
Q12830,BPTF,Nucleosome-remodeling factor subunit BPTF,25.4878,24.5604,21.4388,22.9207,22.8177,22.792
Q12841,FSTL1,Follistatin-related protein 1,21.2606,22.3171,22.2969,24.2826,23.314,23.889
Q12846,STX4,Syntaxin-4,23.5276,21.1379,22.3376,25.59,24.9384,24.0613
Q12849,GRSF1,G-rich sequence factor 1,28.0034,28.4374,28.3391,29.152,28.9602,28.9258
Q12860,CNTN1,Contactin-1,22.2831,23.2644,21.5296,22.763,25.5376,25.5261
Q12872,SFSWAP,"Splicing factor, suppressor of white-apricot homolog",23.8778,23.0412,24.5113,21.8805,22.4127,24.8145
Q12873,CHD3,Chromodomain-helicase-DNA-binding protein 3,20.974,20.3833,23.6242,24.8438,22.5122,23.9638
Q12874,SF3A3,Splicing factor 3A subunit 3,28.8075,28.0919,28.5639,28.6452,28.9787,28.8663
Q12888,TP53BP1,TP53-binding protein 1,22.7995,20.9842,20.8489,22.5385,23.9692,23.5601
Q12905,ILF2,Interleukin enhancer-binding factor 2,31.4704,30.6249,31.1465,32.0778,32.2534,31.9634
Q12906,ILF3,Interleukin enhancer-binding factor 3,32.9721,32.4006,32.4945,32.3252,32.6457,32.3519
Q12907,LMAN2,Vesicular integral-membrane protein VIP36,25.8267,25.3625,25.4984,28.3697,27.7927,26.8144
Q12931,TRAP1,"Heat shock protein 75 kDa, mitochondrial",31.4152,31.0124,31.3023,32.4316,32.5523,32.3346
Q12955,ANK3,Ankyrin-3,24.9723,24.9559,24.9734,21.5332,24.9091,24.604
Q12959,DLG1,Disks large homolog 1,25.4647,24.5697,25.1083,27.6092,27.6106,28.0237
Q12981,BNIP1,Vesicle transport protein SEC20,23.6582,22.3543,22.2627,21.4369,23.5329,22.5346
Q12996,CSTF3,Cleavage stimulation factor subunit 3,28.1614,26.1905,26.7983,27.3758,28.2789,28.2568
Q13011,ECH1,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial",27.5481,27.8684,27.3074,28.0512,27.5659,27.903
Q13084,MRPL28,"39S ribosomal protein L28, mitochondrial",26.5741,26.1474,25.8068,26.7013,26.1172,26.4695
Q13085,ACACA,Acetyl-CoA carboxylase 1,23.4668,26.7828,25.5865,26.3838,25.8405,25.3603
Q13111,CHAF1A,Chromatin assembly factor 1 subunit A,26.1825,23.2282,26.0484,23.1192,25.6473,20.6113
Q13112,CHAF1B,Chromatin assembly factor 1 subunit B,25.8224,24.4585,25.8384,24.8257,25.841,26.3424
Q13123,IK,Protein Red,27.1324,27.3792,27.2077,26.1256,26.6689,26.7724
Q13148,TARDBP,TAR DNA-binding protein 43,28.354,28.9296,29.2484,28.9045,28.5635,29.2249
Q13151,HNRNPA0,Heterogeneous nuclear ribonucleoprotein A0,29.8544,29.5292,29.5016,28.7384,28.8769,29.3279
Q13155,AIMP2,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2,25.3442,25.3754,24.7953,24.9213,25.4353,22.6768
Q13162,PRDX4,Peroxiredoxin-4,30.7548,30.742,31.0498,32.8712,33.0181,33.1477
Q13185,CBX3,Chromobox protein homolog 3,27.1861,28.5466,28.2347,27.255,27.3953,27.6145
Q13200,PSMD2,26S proteasome non-ATPase regulatory subunit 2,26.2523,24.5489,24.5152,28.1363,27.4828,26.819
Q13206,DDX10,Probable ATP-dependent RNA helicase DDX10,27.2655,26.2875,26.4657,23.1016,26.2979,25.6318
Q13217,DNAJC3,DnaJ homolog subfamily C member 3,22.1564,25.3591,26.361,28.2366,27.9322,27.153
Q13232,NME3,Nucleoside diphosphate kinase 3,25.4904,21.1083,23.5127,27.1769,27.1,25.8968
Q13242,SRSF9,Serine/arginine-rich splicing factor 9,28.3373,28.4597,28.9701,27.7743,28.6068,28.9944
Q13243,SRSF5,Serine/arginine-rich splicing factor 5,24.8213,23.0941,23.1229,24.4668,24.3554,24.561
Q13247,SRSF6,Serine/arginine-rich splicing factor 6,29.3669,30.2883,29.7305,28.762,28.7886,28.616
Q13263,TRIM28,Transcription intermediary factor 1-beta,28.8588,28.5576,29.3211,29.4139,29.5311,29.2066
Q13283,G3BP1,Ras GTPase-activating protein-binding protein 1,25.6229,26.7773,26.3839,28.0837,26.4391,25.0458
Q13308,PTK7,Inactive tyrosine-protein kinase 7,26.7557,25.3337,25.5885,28.3042,28.9569,28.2221
Q13310,PABPC4,Polyadenylate-binding protein 4,26.2947,26.721,27.0448,28.0492,27.1796,27.2747
Q13330,MTA1,Metastasis-associated protein MTA1,27.9952,26.3365,27.2488,26.1299,27.2125,26.7413
Q13405,MRPL49,"39S ribosomal protein L49, mitochondrial",22.5422,20.6567,21.0111,22.7618,25.5494,25.4124
Q13423,NNT,"NAD(P) transhydrogenase, mitochondrial",27.1326,24.0742,25.174,28.266,27.9133,25.2697
Q13425,SNTB2,Beta-2-syntrophin,22.621,20.0579,22.4014,22.2875,24.4394,24.6757
Q13427,PPIG,Peptidyl-prolyl cis-trans isomerase G,27.6226,27.1773,27.9474,25.5423,28.4173,24.7934
Q13428,TCOF1,Treacle protein,31.0889,31.2505,31.3053,28.7278,30.8081,29.649
Q13435,SF3B2,Splicing factor 3B subunit 2,30.0473,30.018,30.2295,29.6844,29.6836,29.5445
Q13438,OS9,Protein,22.7942,22.3875,22.9368,21.9973,26.7786,27.2122
Q13445,TMED1,Transmembrane emp24 domain-containing protein 1,22.4481,22.4316,23.2687,24.719,23.855,22.6164
Q13492,PICALM,Phosphatidylinositol-binding clathrin assembly protein,26.7392,25.6741,25.7652,26.839,26.5559,25.9989
Q13505,MTX1,Metaxin-1,25.5799,23.4178,22.1025,26.6939,26.8804,26.3378
Q13510,ASAH1,Acid ceramidase,22.1247,21.8754,22.8033,27.5204,27.4564,27.9406
Q13523,PRPF4B,Serine/threonine-protein kinase PRP4 homolog,30.0221,30.0515,30.5605,28.4503,29.6319,28.8457
Q13547,HDAC1,Histone deacetylase 1,25.5201,23.7618,25.4018,25.9569,25.2119,26.0296
Q13561,DCTN2,Dynactin subunit 2,23.1409,22.5508,23.6348,25.1971,25.2442,24.7134
Q13573,SNW1,SNW domain-containing protein 1,26.7389,26.5958,27.3067,26.5032,26.7667,26.4844
Q13586,STIM1,Stromal interaction molecule 1,22.5641,22.1605,22.0583,24.7784,24.6352,23.7099
Q13595,TRA2A,Transformer-2 protein homolog alpha,26.686,26.2063,25.142,25.7991,26.1985,25.5347
Q13601,KRR1,KRR1 small subunit processome component homolog,28.7945,27.394,27.531,27.5279,28.1523,27.9851
Q13610,PWP1,Periodic tryptophan protein 1 homolog,21.9628,21.6204,21.827,21.6658,23.9896,23.3886
Q13620,CUL4B,Cullin-4B,24.2395,22.838,25.1373,24.9087,25.779,23.7321
Q13641,TPBG,Trophoblast glycoprotein,22.7076,21.6844,23.0168,27.3132,27.0185,26.7136
Q13642,FHL1,Four and a half LIM domains protein 1,24.1868,24.4714,24.4459,23.947,23.6372,22.8979
Q13724,MOGS,Mannosyl-oligosaccharide glucosidase,26.318,20.71,23.5137,26.2554,27.0627,26.1306
Q13740,ALCAM,CD166 antigen,26.4252,27.3517,27.5378,29.9823,30.2029,30.2698
Q13769,THOC5,THO complex subunit 5 homolog,27.0071,21.2054,25.0826,22.0908,22.5459,25.7814
Q13813,SPTAN1,"Spectrin alpha chain, non-erythrocytic 1",31.8739,31.9168,32.2038,32.8039,32.7792,32.6213
Q13823,GNL2,Nucleolar GTP-binding protein 2,30.0964,27.5255,27.8292,26.8985,28.6124,28.0099
Q13838,DDX39B,Spliceosome RNA helicase DDX39B,31.6788,31.2303,31.4794,32.227,32.623,32.6723
Q13867,BLMH,Bleomycin hydrolase,24.7451,22.1316,25.2967,26.8296,25.8282,26.379
Q13868,EXOSC2,Exosome complex component RRP4,24.3266,23.1784,24.7019,25.1989,26.3539,26.4533
Q13895,BYSL,Bystin,26.3198,22.5652,25.4707,25.2513,25.4187,23.4388
Q13907,IDI1,Isopentenyl-diphosphate Delta-isomerase 1,21.6324,22.7223,22.4795,25.1788,22.9489,24.1089
Q14103,HNRNPD,Heterogeneous nuclear ribonucleoprotein D0,31.2594,31.3397,31.7481,31.3136,31.3566,31.3823
Q14108,SCARB2,Lysosome membrane protein 2,27.3751,26.7929,26.9269,30.0042,30.0216,29.5955
Q14118,DAG1,Dystroglycan,25.4956,25.6337,22.55,26.1013,26.905,26.326
Q14126,DSG2,Desmoglein-2,28.1225,28.0161,28.2209,30.7828,30.8419,30.7126
Q14137,BOP1,Ribosome biogenesis protein BOP1,30.1711,28.6246,29.1399,28.6182,29.1805,29.085
Q14139,UBE4A,Ubiquitin conjugation factor E4 A,22.3316,22.0342,21.388,26.074,25.4592,25.3472
Q14151,SAFB2,Scaffold attachment factor B2,28.234,27.9126,27.9706,26.8029,27.1976,27.163
Q14152,EIF3A,Eukaryotic translation initiation factor 3 subunit A,27.7305,28.1373,28.0932,27.6561,26.7747,26.2888
Q14157,UBAP2L,Ubiquitin-associated protein 2-like,23.3002,23.8261,24.3468,24.5225,23.5935,24.1693
Q14160,SCRIB,Protein scribble homolog,26.2421,25.3003,26.8436,27.6841,28.6881,27.776
Q14165,MLEC,Malectin,20.5174,20.9779,24.9236,26.7959,26.865,25.6387
Q14166,TTLL12,Tubulin--tyrosine ligase-like protein 12,24.0078,24.2983,23.8481,24.2309,20.3126,23.0618
Q14168,MPP2,MAGUK p55 subfamily member 2,21.4904,23.35,20.5831,25.3276,25.0855,24.8773
Q14197,MRPL58,"Peptidyl-tRNA hydrolase ICT1, mitochondrial",21.6711,25.944,24.6999,22.2928,25.8313,26.0022
Q14203,DCTN1,Dynactin subunit 1,21.4088,21.9861,22.4196,24.9353,23.7304,23.613
Q14204,DYNC1H1,Cytoplasmic dynein 1 heavy chain 1,26.0083,21.7118,23.3921,25.3305,23.6867,25.7164
Q14249,ENDOG,"Endonuclease G, mitochondrial",22.454,21.6818,22.2509,23.3411,23.0452,23.2072
Q14254,FLOT2,Flotillin-2,26.1553,24.6273,24.6953,28.0401,27.8873,26.9493
Q14257,RCN2,Reticulocalbin-2,25.2883,21.3838,26.2529,28.6957,29.3526,29.1071
Q14318,FKBP8,Peptidyl-prolyl cis-trans isomerase FKBP8,26.0062,25.0032,24.3573,27.5032,28.2908,27.1777
Q14344,GNA13,Guanine nucleotide-binding protein subunit alpha-13,23.0553,22.2206,21.7707,24.4309,24.0792,23.76
Q14444,CAPRIN1,Caprin-1,22.5079,24.8631,25.7692,25.3338,22.6222,23.9922
Q14498,RBM39,RNA-binding protein 39,29.317,29.4272,30.0034,29.1942,30.5809,28.9882
Q14554,PDIA5,Protein disulfide-isomerase A5,23.6066,21.6403,21.5002,26.8749,27.1858,27.8517
Q14562,DHX8,ATP-dependent RNA helicase DHX8,21.9631,21.4746,21.2372,22.0114,22.013,22.2148
Q14566,MCM6,DNA replication licensing factor MCM6,25.8054,25.2744,26.4412,28.6087,28.0029,28.2764
Q14669,TRIP12,E3 ubiquitin-protein ligase TRIP12,24.6848,21.324,23.3286,22.2983,24.2774,22.4294
Q14676,MDC1,Mediator of DNA damage checkpoint protein 1,30.4908,28.8518,29.2606,28.0702,29.9982,28.7629
Q14683,SMC1A,Structural maintenance of chromosomes protein 1A,29.7029,28.9512,29.0691,28.9477,29.2835,28.7224
Q14684,RRP1B,Ribosomal RNA processing protein 1 homolog B,30.8671,29.3391,29.8815,28.5544,29.3257,29.0256
Q14690,PDCD11,Protein RRP5 homolog,30.7163,29.5504,29.6932,28.9889,29.7225,29.6428
Q14692,BMS1,Ribosome biogenesis protein BMS1 homolog,28.7528,26.8498,27.7815,26.1626,26.9976,27.2738
Q14697,GANAB,Neutral alpha-glucosidase AB,32.2122,32.0092,32.2748,34.8164,35.0312,35.2709
Q14728,MFSD10,Major facilitator superfamily domain-containing protein 10,22.0676,22.6842,21.0354,23.5099,22.608,21.5497
Q14739,LBR,Lamin-B receptor,29.2617,28.1058,28.5016,29.7656,29.0184,27.9846
Q14789,GOLGB1,Golgin subfamily B member 1,24.3663,23.0036,21.6007,23.3938,23.5129,23.5157
Q14807,KIF22,Kinesin-like protein KIF22,27.3222,25.9034,26.4037,26.3621,26.3477,26.8347
Q14839,CHD4,Chromodomain-helicase-DNA-binding protein 4,29.7545,29.1041,29.53,28.8419,29.6074,28.9497
Q14919,DRAP1,Dr1-associated corepressor,22.0291,20.6555,21.3227,22.9019,21.347,21.9837
Q14966,ZNF638,Zinc finger protein 638,27.9621,22.7361,27.1233,25.1865,26.1901,24.841
Q14974,KPNB1,Importin subunit beta-1,30.6472,30.1876,30.579,31.5626,31.5418,31.5129
Q14978,NOLC1,Nucleolar and coiled-body phosphoprotein 1,30.4961,30.1214,28.7094,25.6319,27.292,27.3094
Q14980,NUMA1,Nuclear mitotic apparatus protein 1,31.7831,30.9818,31.617,29.8144,30.5566,30.0036
Q149N8,SHPRH,E3 ubiquitin-protein ligase SHPRH,26.005,25.5202,25.1447,26.4295,26.1281,24.9062
Q15005,SPCS2,Signal peptidase complex subunit 2,26.6647,25.6408,25.9266,28.0073,27.6896,26.39
Q15006,EMC2,ER membrane protein complex subunit 2,25.4545,23.8759,27.1597,28.1876,28.6396,28.2952
Q15008,PSMD6,26S proteasome non-ATPase regulatory subunit 6,23.0184,24.3345,23.383,24.6319,24.0916,24.6059
Q15019,2-Sep,Septin-2,24.9492,24.6425,25.2274,27.3382,27.0101,27.5825
Q15022,SUZ12,Polycomb protein SUZ12,27.4437,23.9373,25.2071,24.3808,26.7529,24.7631
Q15024,EXOSC7,Exosome complex component RRP42,27.0202,25.6952,25.764,27.567,27.4587,28.5414
Q15029,EFTUD2,116 kDa U5 small nuclear ribonucleoprotein component,31.1866,30.6738,31.0583,31.5856,31.5851,31.8178
Q15031,LARS2,"Probable leucine--tRNA ligase, mitochondrial",26.2905,26.1718,26.1944,26.0875,25.1207,26.1045
Q15041,ARL6IP1,ADP-ribosylation factor-like protein 6-interacting protein 1,27.4334,24.2181,23.4306,27.9824,28.5984,27.1133
Q15043,SLC39A14,Zinc transporter ZIP14,25.3054,24.3546,24.1681,26.6516,27.0361,25.1652
Q15046,KARS,Lysine--tRNA ligase,25.6533,25.1029,25.0302,26.1827,26.0424,26.066
Q15050,RRS1,Ribosome biogenesis regulatory protein homolog,30.9791,30.1079,29.767,28.0992,29.2059,29.5984
Q15058,KIF14,Kinesin-like protein KIF14,24.7781,24.8196,25.3793,26.1704,26.5416,27.2529
Q15061,WDR43,WD repeat-containing protein 43,29.3661,29.0964,29.4064,29.3729,29.8876,29.4052
Q15067,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,24.0044,23.9287,23.2453,24.7043,24.6417,24.8213
Q15075,EEA1,Early endosome antigen 1,25.0148,26.199,24.6679,27.3187,26.5914,24.8241
Q15084,PDIA6,Protein disulfide-isomerase A6,30.8288,30.7148,30.7244,33.0055,32.7649,33.062
Q15102,PAFAH1B3,Platelet-activating factor acetylhydrolase IB subunit gamma,23.2752,21.8951,22.3019,24.6259,23.7755,24.1663
Q15120,PDK3,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial",23.684,19.8515,23.9694,21.9867,24.2606,23.2794
Q15125,EBP,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase",26.1373,22.7074,25.0109,27.6113,27.9799,26.7515
Q15149,PLEC,Plectin,25.4575,23.2122,25.343,24.7118,27.1346,26.3205
Q15165,PON2,Serum paraoxonase/arylesterase 2,25.1543,21.9768,22.6068,27.5519,27.9015,26.9524
Q15181,PPA1,Inorganic pyrophosphatase,22.3622,24.6223,25.593,26.6372,21.1235,22.9395
Q15185,PTGES3,Prostaglandin E synthase 3,25.697,26.0851,25.6786,25.8209,25.1372,25.0886
Q15233,NONO,Non-POU domain-containing octamer-binding protein,31.6403,31.7515,32.014,31.3342,31.8552,31.9036
Q15262,PTPRK,Receptor-type tyrosine-protein phosphatase kappa,21.1201,22.0291,21.6524,25.627,26.4787,26.1066
Q15269,PWP2,Periodic tryptophan protein 2 homolog,28.48,27.2327,28.0556,28.9937,29.2861,29.1281
Q15286,RAB35,Ras-related protein Rab-35,26.2337,22.7905,22.4953,25.9237,26.1274,24.9563
Q15287,RNPS1,RNA-binding protein with serine-rich domain 1,27.835,28.9793,27.3943,23.2639,26.32,25.6529
Q15291,RBBP5,Retinoblastoma-binding protein 5,25.3611,24.4348,25.2513,24.4369,26.9655,24.8609
Q15293,RCN1,Reticulocalbin-1,27.4663,27.8537,27.1867,31.2345,31.0627,30.8535
Q15363,TMED2,Transmembrane emp24 domain-containing protein 2,20.6082,20.6262,20.4793,25.9746,25.7712,25.0784
Q15365,PCBP1,Poly(rC)-binding protein 1,28.9448,29.4612,29.5688,30.0025,29.8658,29.8286
Q15366,PCBP2,Poly(rC)-binding protein 2,28.7512,28.806,28.5264,30.1835,28.7934,28.9523
Q15369,ELOC,Elongin-C,22.6902,22.5715,22.8138,22.5361,22.189,22.1885
Q15388,TOMM20,Mitochondrial import receptor subunit TOM20 homolog,24.4447,24.929,21.9108,25.4053,24.4166,25.3569
Q15392,DHCR24,Delta(24)-sterol reductase,23.2375,22.8089,22.6941,19.6055,19.4916,19.1522
Q15393,SF3B3,Splicing factor 3B subunit 3,30.4803,29.6137,30.1578,30.564,30.8233,31.236
Q15397,PUM3,Pumilio homolog 3,28.7674,26.5969,27.5439,27.1244,27.4404,27.5915
Q15424,SAFB,Scaffold attachment factor B1,30.675,30.691,30.6374,29.7506,29.732,29.9432
Q15427,SF3B4,Splicing factor 3B subunit 4,25.343,26.5363,26.9228,25.0099,26.1852,24.8803
Q15428,SF3A2,Splicing factor 3A subunit 2,27.3316,27.2332,27.3083,27.5387,27.7207,27.8139
Q15435,PPP1R7,Protein phosphatase 1 regulatory subunit 7,22.0482,22.3468,22.8853,23.5082,21.6329,22.9688
Q15436,SEC23A,Protein transport protein Sec23A,20.219,22.3837,22.3674,26.5358,26.6813,26.2887
Q15459,SF3A1,Splicing factor 3A subunit 1,29.7055,29.7585,29.8344,29.453,29.9858,29.5989
Q15542,TAF5,Transcription initiation factor TFIID subunit 5,21.9301,20.8232,21.6119,22.6603,22.697,22.7895
Q15599,SLC9A3R2,Na(+)/H(+) exchange regulatory cofactor NHE-RF2,22.0637,21.9224,22.3342,23.3793,23.2429,22.4292
Q15631,TSN,Translin,22.7301,22.7977,22.2504,24.429,22.9273,22.5944
Q15637,SF1,Splicing factor 1,26.9253,27.5271,27.7213,27.1274,26.7332,27.3188
Q15643,TRIP11,Thyroid receptor-interacting protein 11,22.2897,23.0816,21.5989,23.3148,24.5963,23.1779
Q15717,ELAVL1,ELAV-like protein 1,30.8297,31.0138,31.1427,30.6993,31.1121,31.13
Q15738,NSDHL,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating",27.1343,20.4527,25.2717,27.2903,27.2867,25.8393
Q15758,SLC1A5,Neutral amino acid transporter B(0),28.8426,27.1435,27.2485,30.861,30.6461,30.1343
Q15833,STXBP2,Syntaxin-binding protein 2,24.4573,22.4662,24.1049,23.3116,24.9011,24.8893
Q15836,VAMP3,Vesicle-associated membrane protein 3,25.6272,21.8826,24.4394,25.8877,25.6186,24.4249
Q15904,ATP6AP1,V-type proton ATPase subunit S1,26.6591,24.5336,25.7639,28.2173,27.9645,27.9193
Q15907,RAB11B,Ras-related protein Rab-11B,28.437,28.3148,28.4289,30.4041,29.9941,29.9995
Q15910,EZH2,Histone-lysine N-methyltransferase EZH2,26.3296,25.498,25.668,21.5626,25.969,24.0861
Q16134,ETFDH,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial",25.637,21.96,23.4356,26.6062,26.1001,26.8957
Q16352,INA,Alpha-internexin,22.1216,22.4023,22.938,24.2531,24.2522,23.5657
Q16531,DDB1,DNA damage-binding protein 1,28.2509,26.9166,28.0751,29.4591,29.4032,29.67
Q16540,MRPL23,"39S ribosomal protein L23, mitochondrial",25.6179,26.2189,26.124,27.004,26.9716,26.8393
Q16543,CDC37,Hsp90 co-chaperone Cdc37,21.7902,21.3079,21.6053,25.808,24.1218,21.2337
Q16611,BAK1,Bcl-2 homologous antagonist/killer,21.6165,22.3268,22.181,26.194,25.2836,24.6161
Q16629,SRSF7,Serine/arginine-rich splicing factor 7,29.5725,30.0009,29.4318,28.3921,28.7212,28.9435
Q16630,CPSF6,Cleavage and polyadenylation specificity factor subunit 6,21.0502,21.9224,22.7453,23.1401,23.9602,23.4482
Q16643,DBN1,Drebrin,25.4512,25.5749,23.6552,27.1032,27.7092,28.1229
Q16698,DECR1,"2,4-dienoyl-CoA reductase, mitochondrial",24.4599,24.6595,24.2405,25.1468,25.1364,24.2716
Q16718,NDUFA5,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5,23.5947,25.0066,24.517,25.5999,26.0237,28.1188
Q16740,CLPP,"ATP-dependent Clp protease proteolytic subunit, mitochondrial",26.4763,26.4192,26.3007,27.7289,27.6429,26.7246
Q16762,TST,Thiosulfate sulfurtransferase,25.9461,25.5575,24.2856,26.8177,26.9311,26.2488
Q16795,NDUFA9,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial",30.4213,27.4573,26.9247,28.2005,27.7324,27.0899
Q16822,PCK2,"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial",27.3287,27.0703,26.4301,27.4821,27.4494,28.303
Q16836,HADH,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",28.8782,28.8139,28.8453,29.6654,29.4532,29.7843
Q16878,CDO1,Cysteine dioxygenase type 1,26.023,25.4702,25.202,26.0235,25.3596,25.7228
Q16891,IMMT,MIC,31.1182,31.0776,31.0694,33.2922,33.6828,33.4262
Q1ED39,KNOP1,Lysine-rich nucleolar protein 1,26.8707,24.8735,22.8571,21.4745,22.3491,22.2471
Q1KMD3,HNRNPUL2,Heterogeneous nuclear ribonucleoprotein U-like protein 2,30.3558,29.216,29.4301,29.0301,29.5416,29.3699
Q29RF7,PDS5A,Sister chromatid cohesion protein PDS5 homolog A,27.8649,26.9945,26.6156,25.0758,26.9913,26.4641
Q2NL82,TSR1,Pre-rRNA-processing protein TSR1 homolog,27.3497,26.8991,27.1398,26.7283,26.823,23.0876
Q2T9J0,TYSND1,Peroxisomal leader peptide-processing protease,21.6224,21.9511,22.071,25.2743,24.396,23.0888
Q2TAY7,SMU1,WD40 repeat-containing protein SMU1,28.3151,26.8065,27.1105,27.6506,28.4287,27.98
Q32P28,P3H1,Prolyl 3-hydroxylase 1,27.2325,26.6853,26.9822,30.0656,30.3446,30.5432
Q3ZCQ8,TIMM50,Mitochondrial import inner membrane translocase subunit TIM50,27.7616,27.142,27.0501,28.7397,28.6211,28.5185
Q495W5,FUT11,"Alpha-(1,3)-fucosyltransferase 11",20.2355,20.7225,21.6675,25.7263,25.4622,25.7233
Q49A26,GLYR1,Putative oxidoreductase GLYR1,27.9647,26.9883,26.6091,27.2598,26.4075,27.1314
Q4G0J3,LARP7,La-related protein 7,24.1284,23.0967,22.4395,22.811,23.5479,23.9121
Q4G0N4,NADK2,"NAD kinase 2, mitochondrial",24.1784,24.0235,25.9548,26.053,25.4152,25.9218
Q4U2R6,MRPL51,"39S ribosomal protein L51, mitochondrial",27.2892,25.6554,22.2193,24.7178,24.7131,22.2671
Q4VCS5,AMOT,Angiomotin,25.6377,25.9898,26.4203,26.4287,25.0096,25.326
Q53GQ0,HSD17B12,Very-long-chain 3-oxoacyl-CoA reductase,27.7056,25.5896,26.1995,28.3665,28.1077,26.9275
Q53GS7,GLE1,Nucleoporin GLE1,22.7823,21.1154,22.7613,22.3724,24.0222,22.9756
Q53GS9,USP39,U4/U6.U5 tri-snRNP-associated protein 2,26.2553,24.8979,25.1105,25.9913,26.171,23.5343
Q53H12,AGK,"Acylglycerol kinase, mitochondrial",26.3537,24.0201,25.6219,28.135,27.8403,26.5592
Q53H82,LACTB2,Endoribonuclease LACTB2,21.6634,21.2316,20.6636,25.4045,24.6483,24.0341
Q53HL2,CDCA8,Borealin,25.6185,24.4105,26.0692,25.9221,26.5301,24.9957
Q5BKZ1,ZNF326,DBIRD complex subunit ZNF326,29.3419,28.9308,29.1584,27.9587,28.8154,28.8899
Q5C9Z4,NOM1,Nucleolar MIF4G domain-containing protein 1,24.8069,23.5556,23.765,23.2317,24.0224,25.1253
Q5HYI8,RABL3,Rab-like protein 3,20.7526,22.0453,23.9823,26.8745,26.0549,26.5965
Q5JPE7,NOMO2,Nodal modulator 2,30.3153,30.5743,30.6461,33.0626,33.1389,33.3183
Q5JRA6,MIA3,Transport and Golgi organization protein 1 homolog,26.7873,21.351,25.2771,28.4521,29.0556,27.8777
Q5JRX3,PITRM1,"Presequence protease, mitochondrial",28.2105,27.9466,28.2206,29.1703,29.2049,28.9969
Q5JTH9,RRP12,RRP12-like protein,29.8802,28.8056,29.0552,28.5709,28.8815,28.6092
Q5JTV8,TOR1AIP1,Torsin-1A-interacting protein 1,28.2307,26.6922,27.6289,28.473,29.4431,28.6123
Q5JTZ9,AARS2,"Alanine--tRNA ligase, mitochondrial",27.7478,26.766,26.7435,29.0141,28.6652,27.8983
Q5JU69,TOR2A,Torsin-2A,25.233,24.4474,24.5467,26.8932,27.1288,27.0775
